,1q21.3  ,1q44    ,3p25.1  ,3q26.32 ,4q13.3  ,5p15.33 ,6p23    ,6q21    ,8p11.23 ,8p11.21 ,8q24.21 ,10p15.1 ,10q22.3 ,11p13   ,11q13.3 ,11q14.1 ,12p13.33,12q15   ,13q34   ,14q21.1 ,15q26.3 ,17p11.2 ,17q12   ,17q23.1 ,19p13.12,19q12   ,19q13.42,20q13.2 ,1p36.13 ,1p21.2  ,2q37.3  ,3p21.31 ,4p16.3  ,4q35.2  ,5q11.2  ,5q21.3  ,6p25.3  ,6q15    ,6q27    ,7p22.3  ,7q36.1  ,8p23.2  ,9p23    ,9p21.3  ,9q21.11 ,9q34.2  ,10q23.31,10q26.3 ,11p15.5 ,11q13.1 ,11q23.3 ,11q25   ,12p13.1 ,12q23.1 ,12q24.31,13q14.2 ,14q24.1 ,14q32.12,15q13.1 ,16q24.3 ,17p12   ,17q21.31,18q23   ,19p13.3 ,19q13.32,20p13   ,21q11.2 ,22q11.1 ,22q13.32
TCGA.D8.A1XD,-0.0007,-0.0007,0.0018,-0.0034,0.0022,0.0,0.0012,0.6141,3.3484,3.6569,0.6773,0.0011,0.0011,0.0081,-0.0035,-0.0035,0.1145,0.1145,-0.6427,0.0071,0.0104,-0.0039,-0.0039,-0.0039,-0.0134,-0.0134,3.6569,2.1699,0.0107,-0.0007,-0.0062,-0.0034,0.0022,0.0022,0.0,0.0,0.0074,0.0006,-0.0071,0.0,-0.0062,-0.6575,-0.0089,-1.2929,-0.6327,-0.6257,0.0011,0.0011,0.0081,-0.0035,0.0075,0.0075,0.1145,0.1145,0.1145,-0.6427,0.0071,0.0071,0.0104,-0.0003,0.0065,-0.0039,0.0113,-0.0134,-0.5981,-0.6304,0.705,-0.6263,-0.6263
TCGA.D8.A1XF,1.1589,0.8164,-0.0003,-0.0003,0.4314,-0.483,-0.0004,-0.479,3.6569,1.9078,1.9209,1.1939,-0.4666,0.7953,3.6569,1.5269,0.0,0.0,0.4064,0.436,-0.4457,-0.4633,0.4267,0.4267,-0.0196,-0.0196,-0.0196,0.3928,-0.4394,-0.4634,-0.0281,-0.0003,-0.4843,0.4314,-0.483,-0.483,-0.0004,-0.479,-0.479,0.4183,0.4192,-0.0388,0.4041,0.4041,0.4041,0.4145,-0.4671,-0.4671,0.7953,-0.4502,-0.4791,-0.4791,0.0,0.0,0.0,0.4064,-0.4598,0.4301,-0.4457,0.419,-0.4633,0.4267,-0.0077,-0.0196,-0.0196,0.3985,0.8663,-0.0211,-0.0211
TCGA.D8.A1XG,1.8336,1.9367,0.0124,0.0115,-0.7587,0.0164,0.0072,0.0072,-0.01,-0.01,0.0046,-0.0015,-0.0015,-0.0008,-0.0008,-0.0008,0.0021,0.0021,0.0114,-0.2022,-0.0167,-0.0348,-0.0348,-0.0348,-0.0481,-0.0481,-0.0481,-0.0318,-0.7912,-0.7589,0.0,0.0124,-0.7912,-0.7587,0.0177,0.0177,0.0072,0.0072,0.0072,0.0071,0.0071,0.0026,0.0048,-0.004,-0.004,-0.004,-0.0015,-0.0015,-0.0167,-0.0008,-0.0008,-0.0008,0.0021,-0.7556,-0.0175,0.0114,-0.2022,-0.2022,-0.0167,-0.0127,-0.0348,-0.0348,0.0047,-0.0481,-0.0481,-0.0318,-0.01,-0.0293,-0.0293
TCGA.D8.A1XJ,1.8952,0.1546,-0.2416,0.4438,-0.6294,-0.2121,0.4827,0.4827,-0.4614,0.0761,0.6629,0.0632,-0.2496,-0.2459,0.1424,0.1424,0.1406,-0.6404,0.1189,0.0996,-0.2532,-0.5836,3.6569,-0.633,0.1333,0.1333,0.1333,1.2985,-0.657,0.151,-0.2328,-0.2416,-0.3043,0.0,-0.6012,-0.0296,0.496,0.4827,0.5436,-0.0625,-0.6706,-0.9467,-0.0529,-0.0563,-0.0563,-0.0249,-0.2496,-0.2496,-0.2438,0.1424,0.1424,0.1424,0.1406,-0.6372,-0.6372,-1.2336,0.0996,0.0996,1.7874,0.1678,-0.6403,-0.633,-0.5277,-0.2369,0.1333,-1.0541,-0.1395,0.149,0.149
TCGA.D8.A1XK,0.2792,0.5654,0.3612,0.7849,0.3176,0.3188,0.3685,0.3554,0.3079,0.3079,0.3081,0.9001,0.0948,0.1768,0.2165,0.1714,0.3335,-0.3649,-0.3659,-0.3654,1.2181,-0.3832,-0.368,-0.3624,0.0875,0.0875,0.2845,0.3455,-0.345,0.2792,-0.009,-0.3599,-0.3782,-0.3626,-0.3827,-0.3559,0.0181,0.3554,0.0426,-0.4077,-0.397,0.288,1.0814,1.1003,-0.1827,0.0,-0.3714,-0.6477,-0.3607,0.2165,-0.3615,0.1564,-0.369,-0.3649,-0.3649,-0.3494,-0.3729,0.198,-0.7486,-0.1754,-0.3832,-0.3528,0.0767,0.0875,-0.3754,-1.176,0.2883,-0.3835,-0.3741
TCGA.D8.A1XL,0.7458,0.5708,-0.4365,1.1737,-0.0418,0.3662,0.3971,-0.4211,-0.4674,-0.4674,1.4507,-0.0188,1.1508,0.6132,-0.0164,-0.0164,-0.0046,0.594,-0.4507,0.4373,-0.4371,-0.4418,0.4099,-0.0019,0.0169,0.0169,0.0269,0.3852,-0.275,-0.0168,-0.038,-0.4365,-0.0418,-0.85,-0.4263,-0.4263,0.3971,-0.4211,-0.4211,-0.014,0.4124,-0.8827,0.3395,0.3395,-0.0018,0.3342,0.3807,0.862,0.2942,-0.0164,-0.0164,0.3167,-0.0046,-0.0181,-0.0181,-0.7807,-0.1785,-0.4257,-0.4552,-0.2829,-0.4418,0.3465,-0.6465,-0.4495,0.0269,0.391,-0.4202,-0.0047,-0.5057
TCGA.D8.A1XM,0.4594,0.4594,0.0031,0.0031,0.0067,-0.0158,0.0044,-0.4975,0.0019,0.0019,0.0019,-0.001,-0.001,-0.0042,-0.005,-0.005,-0.4973,-0.0003,0.0068,-0.0017,-0.0073,0.4449,0.4449,0.4449,-0.0137,-0.0137,-0.0137,-0.0065,-0.0077,-0.484,-0.0064,0.0031,0.4626,0.0067,0.0,0.0,0.0044,-0.4975,-0.0119,0.0051,-0.5011,-0.513,0.0076,-0.0092,-0.0092,-0.0092,-0.001,-0.0031,-0.0042,-0.005,-0.005,-0.005,-0.4973,-0.0003,-0.0003,0.0068,-0.0017,-0.0017,-0.0073,-0.0156,-0.5089,0.4449,0.0056,-0.0137,-0.0137,-0.0065,0.0061,-0.512,-0.512
TCGA.D8.A1XO,0.5827,0.5921,0.0127,-0.003,-0.5945,0.0174,0.0076,-0.6156,0.0014,0.0014,0.0014,0.0206,0.0206,-0.0054,0.0069,0.0069,0.011,0.0046,-0.0066,-0.5997,-0.6059,-0.0255,-0.0255,-0.0255,0.0101,0.0101,0.0101,0.0338,-0.602,0.0049,-0.005,0.0127,-0.6381,-0.5945,-0.0001,-0.0001,0.0076,-0.6156,-0.6334,0.0131,0.0131,0.0014,-0.0071,-0.0071,-0.0071,0.0,0.0206,0.0206,-0.0054,-0.0054,-0.6177,0.0199,0.011,0.0046,-0.6095,-0.0066,-0.5997,-0.5997,-0.5994,-0.5885,-0.0255,-0.0255,0.0157,0.0101,0.0101,0.0142,0.0163,-0.5947,-0.5947
TCGA.D8.A1XQ,2.9365,0.0813,0.2326,1.2678,0.0299,0.0569,0.7639,0.2282,-0.3008,-0.3008,1.4326,0.0468,-0.1931,-0.5274,0.4345,0.0925,-0.473,-0.2732,0.5259,-0.2616,-0.5254,-0.1732,-0.1732,1.0049,-0.105,-0.105,0.2942,0.1751,-0.4935,-0.2629,-0.2369,0.1537,0.0299,-0.4978,-0.8625,-0.5569,1.5123,0.2282,-0.8517,-0.5233,-0.1694,-0.29,0.589,-0.5066,0.0756,-0.1478,-0.5315,0.3142,-0.2457,0.4345,0.5398,0.0468,-0.473,0.0,-0.1269,0.3925,0.4183,0.0968,-0.8311,-0.1382,-0.1732,-0.1732,-0.049,-0.4396,-0.105,-0.1964,-0.0654,-0.7852,0.0893
TCGA.D8.A1XR,1.2318,1.2324,0.0766,0.0649,-0.7385,0.0454,0.0338,0.0338,0.0422,0.0422,0.0422,-0.0607,-0.0559,0.0164,0.0164,0.0164,0.0115,0.0115,0.0579,0.0212,0.0175,-0.0452,-0.0452,-0.0452,-0.0797,-0.0797,-0.0797,0.0945,-0.3476,-0.318,-0.3112,0.0766,-0.7385,-0.7422,0.0427,0.0427,0.0338,0.0338,0.0338,1.3392,0.0,0.0422,0.0254,0.0254,0.0254,-0.0096,-0.0559,-0.0559,0.0132,0.0164,0.0164,0.0164,0.0115,0.0115,0.0115,-0.731,-0.0182,-0.0182,-0.0009,-0.7577,-0.0452,-0.0452,0.6535,-0.0797,-0.0797,0.0945,-0.1233,-0.1678,-0.1678
TCGA.D8.A1XS,0.9864,0.992,0.0535,0.0535,0.0333,0.1013,-0.0149,0.0,-0.5041,0.0019,2.0957,-0.0152,-0.0152,-0.1633,2.6796,0.3177,0.024,0.024,-0.0597,0.0483,-0.1148,0.9837,0.9837,0.9837,-0.0054,-0.0054,-0.0135,2.1936,-0.2993,-0.2993,-0.052,0.0535,0.0333,0.0423,0.1013,0.1013,-0.0149,0.0,0.0,-0.0156,-0.0156,-0.5151,-0.1163,-0.1163,-0.1163,-0.1163,-0.0152,-0.0152,-0.1633,-0.1633,-0.6653,-0.6653,0.024,0.024,0.024,-0.0597,0.0483,0.0483,-0.1148,-0.6328,-0.7111,0.9837,0.0537,-0.0054,-0.0135,0.754,0.0376,-0.0255,-0.0432
TCGA.D8.A1XT,0.0468,0.274,-0.5197,0.4813,0.0001,-0.0285,0.5123,-0.5268,2.2598,1.7982,-0.0082,1.1203,0.0099,0.0076,0.0203,0.0203,-0.5128,-0.0073,0.0042,0.0111,-0.041,-0.4935,3.6569,0.5273,-0.4662,-0.4662,-0.4657,0.0177,-0.4854,0.0468,0.0217,-0.5168,-0.5151,0.0001,-0.519,-0.519,0.0121,-0.5268,-0.5315,0.0433,0.0141,-0.5359,0.1117,-0.9066,-0.0057,0.0229,0.0099,0.0142,0.0292,0.0203,0.0125,-0.0152,-0.5221,0.0147,0.0147,0.0,-0.5103,-0.5131,-0.032,0.0917,-0.4935,-0.4601,0.0574,-0.439,-0.4504,0.0008,-0.5095,-0.4984,-0.5176
TCGA.D8.A1XU,0.3761,0.3413,-0.3399,0.3839,-0.3393,0.3916,-0.3594,-0.3447,-0.3502,-0.3502,0.3906,1.0331,-0.3365,-0.3471,-0.3471,0.2941,0.3658,0.3658,-0.3435,0.3787,-0.345,-0.3458,-0.3458,-0.3458,0.3568,0.3568,0.3609,1.0506,-0.3354,-0.3393,0.3476,-0.3399,-0.3377,-0.3393,0.3916,0.3916,-0.3594,-0.3447,-0.3505,0.4101,-0.2908,-0.3502,-0.3432,-0.3432,0.3804,0.3705,-0.3365,-0.3401,-0.3471,-0.3471,-0.3452,-0.3465,0.3658,0.3658,0.3658,-0.3416,-0.3423,-0.3423,-0.3412,0.3736,-0.3458,-0.3458,-0.3389,0.3572,0.3609,0.3773,0.39,-0.3408,-0.3408
TCGA.D8.A1XV,0.8043,0.8043,0.1299,0.1299,-0.0103,0.0097,-0.0097,-0.0097,0.0008,0.0008,0.0008,-0.207,-0.207,0.0006,0.0006,0.0006,-0.0096,-0.0096,0.0214,-0.0014,0.0016,0.0031,0.0031,0.0031,-0.0019,-0.0019,-0.0019,0.0056,-0.2094,-0.2094,-0.2035,0.1299,-0.0103,-0.0103,0.0,0.0,-0.0097,-0.0097,-0.0097,0.0016,0.0016,0.0008,0.0001,0.0001,0.0001,0.0001,-0.207,-0.207,0.0006,0.0006,0.0006,0.0006,-0.0096,-0.0096,-0.0096,-0.0023,-0.0014,-0.0014,0.0031,0.0108,0.0031,0.0031,0.0029,-0.0019,-0.0019,0.0056,-0.0032,-0.0864,-0.0864
TCGA.D8.A1XW,1.034,0.9045,-0.0297,0.581,0.0994,0.7852,-0.0705,-0.0284,0.0758,0.0758,1.6915,1.2714,-0.0696,-0.6385,0.5555,0.5555,-0.0337,-0.0337,1.2562,-0.0443,-0.5783,-0.0811,-0.0811,-0.0804,-0.0693,0.3682,0.3682,0.4351,-0.0926,1.034,0.0,-0.0297,-0.6316,0.0547,-0.1742,-0.1742,-0.0705,-0.0284,-0.0284,-0.1116,0.6052,0.0758,0.7174,0.6554,-0.0273,-0.0539,-0.0696,-0.0995,-0.6385,0.0131,1.1108,0.5085,-0.0337,-0.0337,-0.0337,-0.0275,-0.636,-0.636,-0.0681,0.3791,-0.0811,-0.0811,-0.0641,-0.0693,0.3682,0.4631,0.6708,0.4254,1.3293
TCGA.D8.A1XY,0.4396,0.5964,-0.1116,0.5229,-0.0964,0.1976,0.1711,0.1913,0.477,0.477,0.4925,0.0658,0.0658,0.1735,0.1735,0.1735,-0.465,0.252,-0.7935,-0.1051,-0.1264,0.6326,0.6326,0.6326,-0.1526,-0.1446,-0.1458,0.4722,-0.4579,-0.4356,-0.1164,-0.1116,-0.1035,-0.0917,0.204,0.204,0.1711,-0.4547,0.1742,0.2267,0.1994,0.477,-0.1186,-0.1186,-0.1186,-0.1343,0.0658,0.0658,0.1735,0.1735,0.1735,0.1735,-0.4378,0.1988,0.1696,-0.7312,-0.1138,-0.1223,-0.1228,-0.4644,-0.4667,0.6326,-0.1042,-0.1526,-0.1458,0.4722,-0.1108,0.0517,0.0517
TCGA.D8.A1XZ,-0.4044,-0.4145,-0.195,-0.1948,0.2667,0.1859,0.3055,0.2717,0.3204,-0.6272,3.6569,0.1202,-0.3408,-0.1122,-0.1122,-0.1122,0.1956,0.2113,-0.3447,0.6061,-0.517,2.9823,-0.4873,-0.51,0.396,-0.6363,0.2955,0.6253,-0.858,-0.0456,0.087,-0.195,0.2667,0.2651,-0.6313,0.1862,0.3055,0.2717,0.2717,0.2633,1.4385,-0.6494,-0.0225,-0.0225,-0.0225,-0.0225,-0.3408,-0.3603,-0.3291,-0.1122,-0.0428,-0.0428,0.1956,0.2113,0.2199,0.1056,-0.6054,-0.2266,-0.391,0.4753,-0.5186,-0.4873,-0.0293,-0.5704,-0.154,-0.1595,-0.1856,3.6569,0.3388
TCGA.D8.A1Y0,0.0017,0.4804,-0.0206,0.2416,0.4751,0.4529,-0.0076,-0.5559,0.018,0.018,1.0111,0.0205,-0.5347,0.9227,0.5597,0.4794,0.4885,0.4885,-0.5466,-0.004,0.0146,-0.5036,0.0224,0.0224,0.0408,0.0201,0.0391,1.0923,0.0017,0.0017,0.0239,0.0219,0.0213,-0.0195,0.4613,0.4633,-0.5432,-0.5559,-0.5481,-0.0033,-0.0087,-0.5063,-0.0132,-0.0132,-0.0132,0.0257,0.0,0.0,-0.001,-0.5166,-0.546,-0.546,0.4885,0.0224,0.0224,-0.5466,-0.5317,-0.5245,0.0054,-0.5238,-0.5036,0.0224,0.0659,0.0408,0.0391,-0.5213,-0.0037,-0.4979,-0.5197
TCGA.D8.A1Y1,0.7992,0.7992,-0.4253,-0.4158,0.0127,0.0099,-0.4154,-0.4073,1.1301,1.1301,1.1947,0.0014,0.0209,-0.006,0.0043,0.0043,0.0145,0.0145,-0.4252,0.0122,-0.4272,-0.0304,-0.0304,-0.0389,0.0011,0.0011,0.0011,0.3779,-0.4106,-0.4106,-0.394,-0.4044,0.0127,0.0024,0.0099,0.0099,-0.4154,-0.4073,-0.4155,0.408,0.3946,1.1301,0.0,0.0,0.0,0.0,0.0015,-0.0112,0.0074,0.0043,-0.0068,-0.0068,0.0145,0.0145,0.0145,-0.4252,0.0122,0.0122,-0.4272,-0.4412,-0.4582,-0.0304,0.0008,0.0011,0.0011,0.3779,-0.4226,-0.4345,-0.4345
TCGA.D8.A1Y2,-0.0108,-0.0108,0.3669,0.3669,-0.0258,0.3705,-0.0119,-0.0119,1.0829,1.0829,1.0829,-0.0021,-0.0021,0.0142,0.8202,-0.2863,-0.001,-0.001,-0.4161,0.0016,0.0053,0.4234,0.4234,0.4234,0.8214,-0.0343,0.0524,0.0427,0.0026,-0.0108,-0.0057,0.3669,-0.3662,-0.0258,0.372,0.372,-0.0119,-0.0119,-0.0119,0.0076,0.0063,-0.4146,-0.0066,-0.0066,-0.0066,-0.0066,-0.0021,-0.0021,0.0142,0.0142,-0.3918,-0.1246,-0.001,0.0111,0.0111,-0.3961,0.0016,0.0016,0.0143,0.1485,-0.3767,0.4234,0.3938,-0.3464,0.0524,0.0427,0.0,-0.3721,-0.3721
TCGA.D8.A1Y3,0.4701,0.4385,0.4978,0.0177,0.0139,0.058,0.5352,-0.4764,3.6569,0.493,3.6569,-0.001,0.0281,0.4829,0.4829,0.4829,0.0907,0.0907,-0.9882,-0.2984,0.0488,-0.9744,0.0393,0.0393,0.0331,-0.4729,-0.4572,0.0427,-0.2782,-0.3315,-0.4513,-0.462,-0.4779,0.0301,-0.4864,-0.4738,0.5352,-0.4755,-0.4908,-0.4687,0.4959,-1.0184,-0.4846,-0.4581,-0.4751,-0.9588,0.0,0.0,0.4829,0.4829,0.4829,0.4913,0.0907,0.0907,0.0907,-0.9882,-0.2984,-0.295,0.046,-0.45,-0.9744,0.0393,-0.4754,-0.4125,-0.4572,-0.4597,-0.46,-0.4456,-0.4456
TCGA.D8.A27E,-0.0017,-0.0017,-0.0044,-0.0011,0.0053,0.0,0.0079,0.0028,0.0027,0.0027,-0.0004,0.0001,0.0001,-0.0026,-0.0026,-0.0026,0.0019,0.0019,0.0049,0.0,-0.002,0.0051,0.0051,0.0051,0.001,0.001,0.001,-0.0017,-0.0017,-0.0017,0.0001,-0.0044,-0.0028,-0.004,0.0,0.0,0.0079,0.0028,0.0028,0.0018,0.0018,0.0027,0.0,0.0,0.0,0.0,0.0001,0.0001,-0.0026,-0.0026,-0.0026,-0.0026,0.0019,0.0019,0.0019,0.0049,0.0,0.0,-0.001,0.0,0.0051,0.0051,0.0011,0.001,0.001,-0.0017,0.0021,0.0082,0.0082
TCGA.D8.A27F,0.0398,0.026,-0.615,0.0668,-0.6054,-0.0288,0.1382,0.1382,0.0,0.0,0.6059,-0.645,-0.6136,0.0171,0.0022,0.0022,0.1104,-0.6135,0.0146,-0.6096,0.0191,-0.6377,-0.6377,-0.6313,-0.0667,-0.1242,-0.672,0.0099,-0.659,0.0231,0.0337,-0.615,-0.6253,-0.0348,-0.6154,-0.6154,0.1382,0.1382,0.7467,-0.0134,0.0884,-0.6624,-0.6185,-0.6185,-0.6208,-0.6208,-0.6136,-0.6223,-0.6164,0.0022,0.0085,-0.6324,-0.5285,-0.6135,-0.0304,-0.6191,-0.6116,0.0275,-0.6332,0.012,-0.0236,-0.6377,-0.6216,0.4837,-0.672,-0.6346,0.5604,-0.026,0.4899
TCGA.D8.A27G,0.4696,0.4696,-0.0036,0.0001,0.0021,0.0017,-0.0047,-0.0445,0.0026,0.0026,0.0,0.0031,0.0031,0.0086,2.3391,1.0464,0.0024,0.0024,-0.0017,0.0012,-0.0008,3.3979,0.8194,2.2838,-0.0215,-0.0215,-0.0215,-0.0018,-0.0032,-0.4773,-0.0026,0.0025,0.0021,0.0021,0.0017,0.0017,-0.0047,-0.0445,-0.0445,0.0019,-0.0046,0.0026,0.0117,0.0117,-0.0061,-0.0061,0.0031,0.0031,0.01,-0.4979,-0.4809,-0.5066,0.0024,0.0,0.0,-0.0017,0.0012,0.0012,-0.0008,-0.4949,-0.5001,-0.4925,0.0074,-0.5621,-0.0215,-0.0171,0.0017,-0.0037,-0.0037
TCGA.D8.A27H,0.0096,0.8023,0.4338,1.1806,-0.0167,1.4469,-0.6831,-0.0127,-0.6394,0.0198,1.0865,-0.6334,0.0044,0.0,0.5394,0.5394,-0.0258,0.0046,0.4026,0.0143,1.6495,-0.6121,-0.6121,0.6375,-0.0124,0.0075,0.0075,0.5617,0.026,0.564,0.5233,-0.6297,0.0058,-0.5974,-0.6407,-0.6341,-0.6831,-0.0122,0.0967,0.0149,-0.0064,-0.6394,-0.012,-0.6152,-0.0053,-0.6248,0.0044,-0.6844,-0.6334,0.0083,-0.0524,-0.1072,-0.0258,0.0046,0.0046,-0.0462,0.0049,0.0049,0.3491,0.04,-0.6298,-0.5878,0.3266,-0.0421,0.0075,-0.6599,-0.0098,0.0803,0.8558
TCGA.D8.A27I,0.3889,0.3915,-0.012,-0.012,-0.0057,0.2314,0.0037,0.0,0.2463,0.2463,0.2463,-0.1225,-0.1225,0.0176,0.0176,0.0176,0.0056,0.0056,-0.2362,-0.2258,0.007,0.006,0.006,0.006,0.0068,0.0068,0.0068,0.2746,-0.098,-0.1008,-0.0239,-0.012,0.0209,-0.0066,0.2314,0.2314,0.0037,0.0,0.0,0.1458,0.098,0.2463,-0.0231,-0.0231,-0.0231,-0.0157,-0.4853,-0.1308,0.0176,0.0176,-0.191,-0.2457,0.0056,0.0056,0.0056,-0.2362,-0.23,-0.23,0.007,-0.1473,0.006,0.006,0.0066,0.0068,0.0068,0.2619,0.0039,-0.2353,-0.2353
TCGA.D8.A27K,0.9245,0.9245,-0.0046,-0.0152,0.0,-0.0062,-0.0115,-0.0115,0.0085,0.0085,0.0085,0.0083,0.0083,0.0032,0.0032,0.0032,-0.0033,0.0019,-0.0033,0.0057,0.0024,-0.0024,-0.0024,-0.0024,0.0012,0.0012,0.0012,0.0138,-0.0033,-0.0033,0.0,-0.0046,0.0,0.0,-0.0062,-0.0062,-0.0115,-0.0115,-0.0115,0.4386,0.4409,0.0085,-0.0155,-0.0155,-0.0155,-0.0254,0.0083,0.0083,0.0032,0.0032,0.0032,0.0032,-0.0033,0.0019,0.0019,0.0006,0.0057,0.0057,0.0024,-0.521,-0.0024,-0.0024,0.0075,0.0012,0.0012,0.0138,-0.0069,-0.0157,-0.0226
TCGA.D8.A27L,0.0092,0.0092,-0.047,-0.047,0.0033,0.0,-0.0019,-0.0019,0.4244,-0.285,0.6487,-0.0028,-0.0082,-0.0055,-0.0055,-0.0055,-0.0032,-0.0025,-0.0153,0.0041,0.0003,-0.0042,-0.0042,-0.0042,0.0069,0.0069,0.0069,0.418,0.0092,0.0092,0.0,-0.047,0.0033,0.0033,0.0,0.0,-0.0019,-0.0019,-0.0019,0.001,0.001,-0.4532,-0.0036,-0.0036,-0.0036,-0.0036,-0.0082,-0.0143,-0.0055,-0.0055,-0.0055,-0.0055,-0.0032,-0.0025,-0.0025,-0.0153,0.0054,0.0054,0.0003,-0.476,-0.0042,-0.0042,0.0012,0.0069,0.0069,0.418,-0.0039,-0.3135,-0.3135
TCGA.D8.A27M,0.0,-0.1271,-0.2709,0.0412,0.2087,0.0874,-0.1086,-0.3614,-0.3723,0.483,1.5159,0.0552,-0.3614,-0.0025,-0.0025,0.2307,0.5861,0.0432,0.1249,-0.2754,-0.1956,-0.2914,-0.2914,-0.2638,-0.2787,0.6846,-0.2943,-0.3277,0.1919,0.0,0.3322,-0.2925,0.3685,-0.1566,0.0874,-0.3273,-0.5921,0.0968,-0.3517,-0.114,0.1974,-0.4013,0.0343,0.0343,-0.0106,0.0554,-0.3614,0.0422,0.0348,-0.0025,-0.2934,0.3473,0.1124,0.0432,-0.3219,0.0861,-0.1404,-0.1404,-0.3612,0.0146,-0.2914,-0.2914,-0.1436,-0.2787,0.1998,0.1379,0.4858,-0.0388,0.3725
TCGA.D8.A27N,0.4302,0.5185,-0.5559,1.1254,0.0278,0.0176,-0.0203,0.0348,0.0106,0.0106,1.3301,-0.0132,-0.0132,0.0063,2.958,-0.5177,0.3681,0.0091,-0.5476,-0.0019,0.5046,2.1081,3.6569,3.3768,-0.1296,3.4372,0.3619,-0.0375,-0.0352,0.012,0.0118,-0.5559,0.0278,0.0397,0.0276,0.0348,-0.0203,0.0348,0.0081,0.0083,0.0083,-0.573,-0.5346,-0.5362,-0.0146,-0.0295,-0.0132,-0.0132,0.0063,0.9979,-0.5552,-0.5552,-0.5587,0.0056,-0.0492,-0.5006,-0.0019,-0.0019,-0.0294,-0.0374,-0.6048,-0.6029,-0.5646,-0.1773,0.3619,-0.0375,0.0179,-0.1196,0.0235
TCGA.D8.A27P,0.5629,0.5635,-0.003,-0.003,-0.0037,0.0,-0.0014,-0.0037,-0.009,-0.009,-0.009,0.0036,0.0058,0.0028,0.0028,0.0028,-0.0015,-0.0015,0.0007,0.0028,0.0051,0.0031,0.0031,0.0031,-0.0004,-0.0004,-0.0004,0.0129,-0.0007,-0.0007,-0.0035,-0.003,-0.0037,-0.0037,0.0,0.0,-0.0014,-0.0037,-0.0037,0.0121,0.0121,-0.009,0.0039,0.0039,0.0039,0.0039,0.0058,0.0058,0.0028,0.0028,0.0028,0.0028,-0.0015,-0.0015,-0.0015,0.0007,0.0028,0.0028,0.0051,-0.591,0.0031,0.0031,0.0267,-0.0004,-0.0004,0.0129,0.0003,0.0185,0.0056
TCGA.D8.A27R,0.2267,0.4044,0.2939,0.2224,0.2009,-0.3407,0.2003,-0.3535,2.9461,0.4825,1.4079,0.2279,0.0,0.2144,0.8518,0.2458,0.2171,1.3415,0.173,0.2213,0.1537,-0.3404,0.3842,0.5022,-0.148,-0.148,1.1919,0.8069,-0.0732,0.2267,-0.3544,-0.3587,0.2009,0.2009,-0.3212,-0.0528,0.2201,-0.3535,-0.3535,-0.0515,-0.059,-0.3567,-0.3537,-0.3537,-0.3463,-0.3412,0.0,0.0,-0.3525,0.2321,-0.3351,-0.3351,0.2171,0.2147,0.2147,-0.3343,-0.3463,-0.3463,0.1537,0.0727,-0.3404,0.5022,-0.1585,-0.148,-0.148,-0.361,-0.0554,-0.0577,-0.0577
TCGA.D8.A27T,0.332,0.3494,0.0484,0.0484,-0.5584,0.0522,0.0357,-0.5766,0.0306,0.0306,0.0306,-0.2756,-0.2756,0.0188,0.0188,0.0188,0.05,0.05,-0.22,-0.1901,-0.0105,0.6101,0.6381,-0.592,0.0,0.0,0.0,0.0136,-0.3019,-0.264,-0.256,0.0484,-0.5799,-0.5653,0.0515,0.0515,0.0357,-0.5766,-0.6132,0.0456,0.0451,0.0306,0.0379,0.0379,0.0379,0.0379,-0.2756,-0.2756,0.0188,0.0188,0.0188,0.0188,0.05,-0.5872,-0.6154,-0.22,-0.1901,-0.1901,-0.0105,-0.602,-1.2584,-0.6167,0.034,0.0,0.0,0.0136,-0.2719,-0.2646,-0.2646
TCGA.D8.A27V,1.1273,1.1433,-0.01,-0.0124,-0.0219,0.5931,0.5686,0.5686,0.6683,0.6683,0.6683,-0.0022,-0.0022,0.0003,0.0003,-0.6305,-0.0208,0.5752,-0.0207,-0.01,0.0051,-0.0062,-0.5797,1.6586,0.0115,0.5984,0.5984,0.0175,0.005,-0.0418,0.0,-0.01,0.042,-0.0152,0.5931,0.5931,0.5686,0.5686,0.5686,-0.0189,-0.0224,0.6683,0.5944,0.1099,0.5964,0.671,-0.0022,-0.0022,0.0003,0.0003,-0.6305,-0.63,-0.0054,-0.636,-0.6141,-0.6163,-0.01,0.0046,0.01,-0.623,-0.0062,-0.5797,-0.0178,0.0115,0.5984,0.0175,-0.0044,0.022,0.0328
TCGA.D8.A27W,0.4461,0.5713,-0.0397,-0.0397,0.3237,0.2325,0.0088,-0.5851,2.4772,0.0592,2.3082,-0.0927,-0.0927,-0.2478,1.4613,-0.3076,0.4454,0.4454,0.1082,0.4582,-0.0551,-0.0977,0.9371,0.9371,0.3782,0.7372,0.7372,0.8184,-0.2367,-0.2367,-0.6595,-0.0397,0.3237,0.3237,0.2325,0.2325,0.0088,-0.5851,-0.5851,-0.0927,-0.0927,-0.4973,-0.2931,-0.2931,-0.2931,-0.2931,-0.0927,-0.0927,-0.2478,-0.3219,-0.2967,-0.2967,0.4454,0.4454,0.0,0.1082,0.4582,0.4582,-0.089,0.4151,-0.0946,0.9371,0.0577,-0.3886,0.7372,0.8184,-0.2553,0.2444,0.2444
